107671600,106002544
106298371,106421307
107858105,106039953
106740823,107219249
107636134,105966922
107803888,106138658
106736847,105992269
106766740,106002342
109152722,105918472
109152722,105963848
107209391,106002567
106285308,106133382
107561580,105963848
106736847,106759853
107455559,106138117
107535464,105963446
107914035,105992273
108122142,106942184
106792700,105943880
106447086,106293356
106748379,105963441
106900293,108173045
106736847,106508083
106299993,106138647
107595718,107384080
106538248,105944388
106405973,106184767
105802830,105943666
107362148,105943666
12084,106310004
107729640,105966922
106681424,106289180
106082163,105943599
106568500,106293356
106740823,107636251
105952525,106888425
108088091,106138121
106347425,105918475
107582522,106891706
107564433,106758461
107250871,106873969
107561580,105961638
106405973,106418047
106740823,106293381
108266108,106660052
107989551,107540073
106285308,106759834
106919775,106046077
106031999,106552247
105854062,105944158
105855362,107629662
107976181,106002567
107560830,105948012
105994004,105963042
106961498,105967836
108323028,105963388
106738844,105948012
106031999,105994649
107262000,105963118
106766740,106039012
107736208,106386738
105802830,105948290
107776619,106138663
106314584,105963450
107076137,105944377
106403737,105992269
106285308,106480252
106298371,106703837
107746328,106032608
106347425,106875873
108243539,106184767
106939061,106811063
106995187,106961501
106754405,106138673
107592563,106138609
108121087,105992317
105915753,106138121
107251896,105918478
107671600,106037600
107086784,106939390
107089682,107583304
107561580,106293340
106205646,106138658
106569465,105963441
106792700,106019664
108885152,109063118
106031999,106853477
106736847,106961445
106655109,105987545
106403737,106938971
106792700,106138634
107560830,106037604
105943577,106139191
106655109,105983069
106449525,105966917
105952525,107147169
107858105,105970475
106152020,105944388
106478239,105966399
107034760,105944170
108363423,105992273
106389733,105943705
108692155,106138609
106758116,105963042
106180018,106942184
106792700,107583304
106687287,107511187
108587694,105918472
11690,105948290
106719962,106406584
107561580,105943666
106056907,106039953
107051650,106127068
106655109,105963441
106824315,105944377
107744773,108243059
107100666,106023208
106758324,106019836
107148964,106660052
105990631,106491043
106655109,106137047
106736701,106919793
106655109,106913959
107543118,106002544
107561580,105944192
106681424,106942184
106427485,106936725
106740823,108768795
106736701,105918469
109500823,105856047
105843220,105943880
106736847,107634221
107034760,106759846
108096611,107294439
108323028,106852068
105952525,106198229
105952525,106420011
107267683,105943705
108301546,105943658
106919775,106023155
108686410,106073348
106824315,106883939
106904274,106023184
105822848,106773476
106766740,105993756
106736847,107389351
107616694,105943658
108420247,106736089
106469275,105992257
106684313,106910833
105990631,105961569
106655227,107435823
106030548,107583304
107807423,106138127
107564433,106259957
106619581,106001347
106655109,106139159
107678121,105944377
106992121,106139147
108125951,105943753
106995187,107533585
107560830,105943880
106655109,107257241
109502819,106138121
107089682,106282216
107270368,105918472
108094755,106184767
106812895,106461197
107238223,106138609
106255690,106237422
108254938,106124184
107617264,105918472
106255690,106139168
108401191,106138127
106619581,105943593
106285308,106608544
106689180,106519046
107051650,106139168
107340553,106001499
107989551,106138117
105943577,105994645
107340553,106036569
106924298,107019082
105945786,105918478
107592563,106138127
106992121,105944381
106056907,105947521
107475857,105944377
107250964,106138628
105990793,106037625
106095805,106001499
107494770,106139159
107089682,106420023
12084,105993751
106766740,105943705
108735174,105992317
107413018,105944381
107824807,106386738
105930639,105963388
106031999,105997974
106441109,106781786
107560830,106037625
106655109,106848354
107250871,106519046
105952525,106418976
106712274,106002567
107238223,106124184
106031999,106852068
106538248,106809641
107107345,105966922
105904878,106171325
108729739,106944814
107475857,106289180
108544845,106019602
108008667,105963042
106752924,106139191
107089682,106875873
107247400,105944377
107217526,105943747
106403737,107138702
108121087,105943588
107561663,105949134
106681424,105944381
106864639,106461172
107751353,107034624
107682234,106420011
105915753,105943580
107340553,106493778
108544845,106461172
105836955,105989372
105994000,106784199
106538248,105944377
106766740,106045469
107362148,106002567
108039185,105944170
106684313,106124184
107134664,106818549
106031999,106866838
106919775,106039930
106744775,105963446
106478239,106138616
106792700,106023149
106919775,106736128
106447086,105944377
106890504,106461197
109152722,106461197
106510314,106919793
108420247,105918472
106298371,106765628
106792700,106895203
107991333,105918478
107794900,105943593
107340553,106942184
107682234,105992273
107929836,106002567
12084,107181873
106056907,106064690
107671020,105961603
107340553,105944192
106031999,106493778
105897447,106853498
106538248,105918469
107540372,106418047
106655227,106293356
106792700,105992317
107260723,105997974
106792700,106139147
107051650,106550243
107574703,106519046
107051650,107384091
107217526,106138647
107216693,105963118
12525,106550348
106792700,106039953
105904878,106060089
106031999,106550098
106031999,105943588
107324472,105918469
107757511,106759846
106819472,106046077
107706155,106139168
106740823,106418976
107657769,105963388
105822848,106179907
105871367,105991670
106736701,106002544
107592563,105918472
106089213,105966934
109240056,105944381
107251896,106818549
106655109,106550098
107755093,105918472
107272204,105992273
105836955,107361540
106961498,106759853
106939061,106289170
106506554,105943677
106736701,106023184
106736847,106209644
107701193,106781786
105915753,105944192
106792700,106171345
106347425,105993756
109433300,105943747
108099571,106386768
106427485,106890310
106014521,106243180
105933662,107792683
106486112,106175499
107671600,107393389
106397969,106243180
14611,105967836
107362148,106155521
106285308,106852135
106126874,106461151
107286381,107899116
106538248,105993751
107340553,106461172
107229840,107540073
105904878,106037625
106301735,105944184
106754405,106124184
105837211,106023184
106655109,106660052
108170319,106023208
105836955,105961494
106259831,105944154
107582522,106139147
105825015,106021094
106655227,106550098
107034760,106602639
12084,106491999
107715236,105992317
106655109,106960810
106919775,106386738
106945745,105966922
107792163,106138634
106389733,106550098
106740823,106608544
106107825,109043168
106538248,106039953
106803582,105856047
