105869218,10232.0,4.0
105865970,105854062.0,3.0
105865970,107995286.0,3.0
105918091,107106661.0,4.0
105918091,106018444.0,4.0
105918091,106928203.0,4.0
105918091,105906559.0,4.0
105918091,106054402.0,4.0
106581192,105886712.0,4.0
106581192,10232.0,3.0
106581192,106507761.0,3.0
106581192,107212540.0,3.0
106581192,107363666.0,3.0
106581192,106913999.0,3.0
106581192,107092045.0,3.0
105918091,107059069.0,4.0
105918091,107292120.0,4.0
105918091,107402621.0,3.0
105918091,107989797.0,3.0
105918091,106255690.0,3.0
105918091,10232.0,2.0
106581192,107501592.0,2.0
105869520,105854062.0,4.0
106927926,106928203.0,4.0
106927926,107246852.0,4.0
106927926,14595.0,3.0
107621644,108300713.0,4.0
107621644,107748639.0,4.0
107621644,105906559.0,3.0
106927926,107285929.0,2.0
109007452,108319693.0,4.0
105917599,10232.0,3.0
106716974,106670018.0,4.0
106716974,108557813.0,4.0
106716974,107910460.0,3.0
106716974,106098789.0,3.0
105880984,106449553.0,5.0
105880984,105854062.0,4.0
106837613,106464753.0,5.0
106837613,105854062.0,4.0
106837613,10232.0,4.0
106837613,106639060.0,4.0
106716974,107254662.0,3.0
106716974,108837056.0,3.0
106716974,107137180.0,3.0
106716974,107106661.0,3.0
106716974,107423491.0,3.0
106716974,107567014.0,3.0
106716974,107616773.0,2.0
106716974,107561580.0,2.0
105880984,106255690.0,4.0
105880984,106098789.0,4.0
106837613,106816785.0,4.0
106837613,107917913.0,4.0
106837613,108986091.0,4.0
108877951,107995286.0,2.0
108877951,108319693.0,1.0
107699031,107698574.0,2.0
106166699,105788973.0,5.0
106166699,105889270.0,5.0
106166699,105836955.0,5.0
106166699,106816785.0,4.0
106176798,106031999.0,4.0
106176798,107406726.0,4.0
106176798,106766740.0,4.0
106176798,108319693.0,4.0
106176798,108308016.0,4.0
106176798,105854062.0,3.0
106176798,108583224.0,3.0
106371748,108159872.0,5.0
106371748,107137142.0,5.0
106371748,107361547.0,5.0
106371748,107917913.0,4.0
107718010,107607301.0,3.0
106371748,107232016.0,4.0
106371748,107563159.0,4.0
106371748,106142131.0,4.0
106371748,105860008.0,3.0
106371748,108420247.0,3.0
106371748,107847782.0,3.0
106371748,106257217.0,3.0
106176791,106031999.0,4.0
105872480,105854062.0,4.0
105872480,106031999.0,4.0
105872480,10232.0,3.0
105872480,106550014.0,2.0
105868260,105854062.0,2.0
106286289,105886712.0,4.0
105868290,105854062.0,2.0
105885030,109460231.0,5.0
105885030,105886712.0,4.0
105885030,106075659.0,4.0
105885030,106907209.0,4.0
105885030,106804138.0,4.0
106286289,106117548.0,4.0
106286289,106861455.0,4.0
106286289,106747051.0,4.0
106286289,107763339.0,4.0
106286289,106031999.0,4.0
106286289,106533445.0,4.0
106286289,106967373.0,3.0
105945822,107561580.0,5.0
105945822,106168922.0,5.0
