climbName,climbID,userID1,userID2,userStars2,climbGrade,userStars1
Robin,106323555,106318324,,,5.8+,4
Robin,106323555,105854062,,,5.8+,2
Batman,106323550,105854062,,,5.9,2
Burning Calves,106001499,107746328,107340553,5,5.10b,5
Burning Calves,106001499,107671020,106098789,5,5.10b,5
Burning Calves,106001499,108422049,106552384,5,5.10b,5
Burning Calves,106001499,106449553,106792700,5,5.10b,5
Happy Hands,106023184,108015415,107051650,5,5.9,5
Happy Hands,106023184,107646553,106517269,4,5.9,5
Happy Hands,106023184,107842652,107779099,4,5.9,4
Happy Hands,106023184,107299797,106692698,4,5.9,4
Happy Hands,106023184,106095805,107561580,4,5.9,4
Chorus Line,108126425,106995187,,,5.12b/c,5
Chorus Line,108126425,106285308,,,5.12b/c,5
Broken Sling,106184221,105825015,,,5.10a,4
Broken Sling,106184221,12084,,,5.10a,4
Broken Sling,106184221,107560830,,,5.10a,4
Quick Robin to the Batcrack,106021084,106449525,108473510,5,5.10a,5
Quick Robin to the Batcrack,106021084,106919775,107267683,4,5.10a,4
Quick Robin to the Batcrack,106021084,106298371,105990845,4,5.10a,4
Quick Robin to the Batcrack,106021084,106389733,105904878,4,5.10a,4
Quick Robin to the Batcrack,106021084,105837907,105831906,4,5.10a,4
Quick Robin to the Batcrack,106021084,106031999,106792700,4,5.10a,4
Quick Robin to the Batcrack,106021084,106449553,107560830,3,5.10a,3
Quick Robin to the Batcrack,106021084,106405973,106427485,3,5.10a,3
Mononuclear Knows It,106921437,108082584,,,5.8,4
Mononuclear Knows It,106921437,106656735,,,5.8,3
Fat Man's Folly,106064677,106031999,,,5.9,4
Fat Man's Folly,106064677,106359490,,,5.9,4
Chasin' the Wind,106064690,106031999,,,5.11b,5
Burning Calves,106001499,106517269,107842652,5,5.10b,5
Burning Calves,106001499,106816785,107560830,5,5.10b,5
Burning Calves,106001499,107448536,107287077,5,5.10b,5
Burning Calves,106001499,105788014,106736701,5,5.10b,5
Burning Calves,106001499,108284282,107267683,5,5.10b,5
Burning Calves,106001499,106449525,107729640,5,5.10b,5
Burning Calves,106001499,107540372,107229840,5,5.10b,5
Happy Hands,106023184,106098789,107340553,4,5.9,4
Happy Hands,106023184,108282189,108121087,4,5.9,4
Happy Hands,106023184,108284282,107729640,4,5.9,4
Happy Hands,106023184,107768989,106389733,4,5.9,4
Happy Hands,106023184,106736701,108076264,4,5.9,4
Happy Hands,106023184,105788014,107034760,4,5.9,4
Happy Hands,106023184,105904878,105837907,4,5.9,4
Happy Hands,106023184,105825015,106089041,4,5.9,4
Broken Sling,106184221,106098789,,,5.10a,4
Broken Sling,106184221,106359490,,,5.10a,3
Broken Sling,106184221,107608804,,,5.10a,3
Quick Robin to the Batcrack,106021084,106720671,106418002,3,5.10a,3
Quick Robin to the Batcrack,106021084,105802830,,,5.10a,3
Mononuclear Knows It,106921437,107342926,,,5.8,3
Fat Man's Folly,106064677,107561580,,,5.9,4
Fat Man's Folly,106064677,108104464,,,5.9,4
Fat Man's Folly,106064677,106389733,,,5.9,4
Fat Man's Folly,106064677,106488744,,,5.9,4
Chasin' the Wind,106064690,107755397,,,5.11b,5
Chasin' the Wind,106064690,107561580,,,5.11b,5
Chasin' the Wind,106064690,106405973,,,5.11b,5
Chasin' the Wind,106064690,105836955,,,5.11b,5
Chasin' the Wind,106064690,105798365,,,5.11b,5
Chasin' the Wind,106064690,106720671,,,5.11b,5
Chasin' the Wind,106064690,106359490,,,5.11b,5
Chasin' the Wind,106064690,106298371,,,5.11b,5
Chasin' the Wind,106064690,106056907,,,5.11b,5
Air,106293315,106031999,,,5.11a,5
Air,106293315,106359490,,,5.11a,5
Burning Calves,106001499,107608804,106389733,5,5.10b,5
Burning Calves,106001499,107824807,108473510,5,5.10b,5
Burning Calves,106001499,106285308,106740823,5,5.10b,5
Burning Calves,106001499,107051650,106692698,5,5.10b,5
Burning Calves,106001499,106095805,106720671,5,5.10b,5
Burning Calves,106001499,106359490,12084,5,5.10b,5
Burning Calves,106001499,106298371,106030214,5,5.10b,5
Burning Calves,106001499,106418002,106388951,5,5.10b,5
Happy Hands,106023184,106298371,106056907,4,5.9,4
Happy Hands,106023184,105990845,105871367,4,5.9,4
Happy Hands,106023184,106568500,106904274,4,5.9,4
Happy Hands,106023184,106792700,105831906,4,5.9,4
Happy Hands,106023184,106766740,105802830,4,5.9,4
Happy Hands,106023184,106031999,106999733,3,5.9,4
Happy Hands,106023184,106427485,106405973,3,5.9,3
Happy Hands,106023184,12084,106359490,3,5.9,3
Chasin' the Wind,106064690,106030548,,,5.11b,5
Zelda,106961486,105878863,,,5.13a,4
Unnamed,106608664,106031999,,,5.10c,2
Unnamed,106608664,106736847,,,5.10c,2
Tubin' Dudes,107359461,106285308,,,5.13b,5
Tubin' Dudes,107359461,105990845,,,5.13b,5
Burning Calves,106001499,105904878,106031999,5,5.10b,5
Burning Calves,106001499,105990845,105802830,5,5.10b,5
Burning Calves,106001499,105871367,106655109,5,5.10b,5
Burning Calves,106001499,106568500,106637976,5,5.10b,5
Burning Calves,106001499,107561580,105805825,5,5.10b,5
Burning Calves,106001499,106807906,105855362,5,5.10b,5
Burning Calves,106001499,106919775,106405973,5,5.10b,5
Happy Hands,106023184,106655109,107560830,3,5.9,3
Happy Hands,106023184,106405030,106763369,3,5.9,3
Happy Hands,106023184,106919775,105837211,3,5.9,3
Super Mario,106216446,106206960,,,5.13a,5
Super Mario,106216446,106922525,,,5.13a,5
Super Mario,106216446,105878863,,,5.13a,5
Sixteenth Rung,106011876,105943577,,,5.10c,3
Sixteenth Rung,106011876,106736847,,,5.10c,3
The Rock,105944162,105943577,,,5.7,3
The Rock,105944162,108187975,,,5.7,3
Burning Calves,106001499,106427485,105990845,5,5.10b,5
Burning Calves,106001499,106766740,105796642,5,5.10b,5
Burning Calves,106001499,106056907,105945786,4,5.10b,4
Burning Calves,106001499,105831906,106071787,4,5.10b,4
Burning Calves,106001499,108121087,,,5.10b,4
Super Mario,106216446,106285308,,,5.13a,5
Super Mario,106216446,105990845,,,5.13a,5
Super Mario,106216446,105952525,,,5.13a,5
Sixteenth Rung,106011876,107089682,,,5.10c,3
Sixteenth Rung,106011876,105952525,,,5.10c,3
Sixteenth Rung,106011876,107746838,,,5.10c,3
Sixteenth Rung,106011876,107342926,,,5.10c,3
Sixteenth Rung,106011876,107595718,,,5.10c,3
Sixteenth Rung,106011876,106031999,,,5.10c,3
Sixteenth Rung,106011876,106517269,,,5.10c,2
Sixteenth Rung,106011876,12084,,,5.10c,2
Sixteenth Rung,106011876,107560830,,,5.10c,1
Rival,106012643,105943577,,,5.10a,2
Pinkney Route,106011871,106031999,,,5.10d,3
Pinkney Route,106011871,107595718,,,5.10d,3
White Powerdrette,106012665,105943577,,,5.11a,3
Leap of Faith,106216459,106206960,,,5.13c,4
Leap of Faith,106216459,106285308,,,5.13c,4
Guide Route Right,105944158,105943577,,,5.5,5
Guide Route Right,105944158,12073,,,5.5,3
Guide Route Right,105944158,105854062,,,5.5,3
Pinkney Route,106011871,105952525,,,5.10d,3
Pinkney Route,106011871,106736847,,,5.10d,3
Pinkney Route,106011871,107746838,,,5.10d,3
Pinkney Route,106011871,105943577,,,5.10d,2
Pinkney Route,106011871,12084,,,5.10d,2
Pinkney Route,106011871,106517269,,,5.10d,2
Pinkney Route,106011871,107089682,,,5.10d,2
Guide Route Right,105944158,107342926,,,5.5,3
Guide Route Right,105944158,108187975,,,5.5,3
Guide Route Right,105944158,106478239,,,5.5,2
Guide Route Right,105944158,108113062,,,5.5,2
Guide Route Left,105944154,105943577,,,5.5,5
European Vacation,105967025,107574703,106031999,4,5.12b,4
Guide Route Left,105944154,105854062,,,5.5,3
Guide Route Left,105944154,106969474,,,5.5,3
Guide Route Left,105944154,107342926,,,5.5,3
Guide Route Left,105944154,107753496,,,5.5,3
Guide Route Left,105944154,108187975,,,5.5,3
Guide Route Left,105944154,106259831,,,5.5,2
Guide Route Left,105944154,108113062,,,5.5,2
European Vacation,105967025,106285308,107682234,4,5.12b,4
European Vacation,105967025,107089682,107746838,3,5.12b,4
European Vacation,105967025,105952525,106517269,3,5.12b,3
European Vacation,105967025,105990845,107560830,3,5.12b,3
European Vacation,105967025,107564433,105872504,3,5.12b,3
European Vacation,105967025,105943577,,,5.12b,2
Werewolf,107984144,107789096,,,5.10b,4
Tasty Flake,107629672,108416778,,,5.8,5
Tasty Flake,107629672,106766740,,,5.8,4
She Rides,106496490,106478239,,,5.9,2
She Rides,106496490,106754405,,,5.9,2
She Rides,106496490,107250871,,,5.9,1
Radial Rimmed,106073377,106031999,,,5.10c,4
Thank God I'm Bubbafied,105997741,105995251,,,5.8,4
Thank God I'm Bubbafied,105997741,107629487,,,5.8,4
Thank God I'm Bubbafied,105997741,107768989,,,5.8,3
Tasty Flake,107629672,107340553,,,5.8,4
Tasty Flake,107629672,106919775,,,5.8,4
Tasty Flake,107629672,106506554,,,5.8,4
Tasty Flake,107629672,106449553,,,5.8,3
Tasty Flake,107629672,107989551,,,5.8,3
Tasty Flake,107629672,107989551,,,5.8,3
Tasty Flake,107629672,106655109,,,5.8,3
Smoking Crack,107791156,106741672,,,5.8,4
Smoking Crack,107791156,108128068,,,5.8,4
Smoking Crack,107791156,107340553,,,5.8,3
Smoking Crack,107791156,106766740,,,5.8,3
Smoking Crack,107791156,107824807,,,5.8,3
Smoking Crack,107791156,108170319,,,5.8,3
Smoking Crack,107791156,106655109,,,5.8,2
Radial Rimmed,106073377,106766740,,,5.10c,4
Radial Rimmed,106073377,107340553,,,5.10c,4
Radial Rimmed,106073377,107475857,,,5.10c,4
Radial Rimmed,106073377,107736208,,,5.10c,4
Radial Rimmed,106073377,107989551,,,5.10c,3
Radial Rimmed,106073377,107989551,,,5.10c,3
Radial Rimmed,106073377,106478239,,,5.10c,3
Radial Rimmed,106073377,106748471,,,5.10c,3
Radial Rimmed,106073377,106792700,,,5.10c,2
Pounded Puppies,107791167,107340553,,,5.11d,3
Michelin Man Original Finish,108850496,107089682,,,5.12-,5
Michelin Man Original Finish,108850496,106655109,,,5.12-,5
Michelin Man,107629662,106766740,108512985,5,5.11d,5
Michelin Man,107629662,106285308,106089213,5,5.11d,5
Radial Rimmed,106073377,106655109,,,5.10c,2
Michelin Man,107629662,106792700,107362148,5,5.11d,5
Michelin Man,107629662,106748471,107340553,5,5.11d,5
Michelin Man,107629662,105855362,107089682,5,5.11d,5
Michelin Man,107629662,106506554,107886793,4,5.11d,5
Michelin Man,107629662,106655109,,,5.11d,4
Let Them Eat Pancake,106496502,106698074,,,5.10b,4
Let Them Eat Pancake,106496502,106792700,,,5.10b,4
Keine Kraft,107791193,107340553,,,5.12b,4
Czech Vacation,106495387,106741672,,,5.8,4
Czech Vacation,106495387,106766740,,,5.8,3
Chuckles,107892801,106955014,,,5.8,2
The Attacktician,107791200,107340553,,,5.11a,3
The Attacktician,107791200,107089682,,,5.11a,3
Let Them Eat Pancake,106496502,107260723,,,5.10b,3
Let Them Eat Pancake,106496502,106748471,,,5.10b,3
Let Them Eat Pancake,106496502,107736208,,,5.10b,3
Let Them Eat Pancake,106496502,106478239,,,5.10b,2
Let Them Eat Pancake,106496502,106766740,,,5.10b,2
Czech Vacation,106495387,107824807,,,5.8,3
Czech Vacation,106495387,108170319,,,5.8,3
Czech Vacation,106495387,106478239,,,5.8,2
Czech Vacation,106495387,107736208,,,5.8,2
Chuckles,107892801,106506554,,,5.8,2
Chuckles,107892801,106792700,,,5.8,1
Chuckles,107892801,107475857,,,5.8,1
Chuckles,107892801,106478239,,,5.8,1
Spatenweiss,106970299,106748379,,,5.11c,4
Spatenweiss,106970299,106924298,,,5.11c,4
Spatenweiss,106970299,107636562,,,5.11c,4
Spatenweiss,106970299,106955014,,,5.11c,4
Spatenweiss,106970299,107260723,,,5.11c,3
Spatenweiss,106970299,107107345,,,5.11c,3
Near Beer,106138647,108187975,107989551,4,5.6,4
Near Beer,106138647,107989551,108942808,3,5.6,4
Near Beer,106138647,106270331,107753484,3,5.6,3
Near Beer,106138647,107034760,106684313,3,5.6,3
St. Pauli Girl,106310004,107237290,107217526,5,5.10c,5
St. Pauli Girl,106310004,107250871,108083968,5,5.10c,5
St. Pauli Girl,106310004,106846321,107148964,5,5.10c,5
St. Pauli Girl,106310004,107072316,106270331,5,5.10c,5
St. Pauli Girl,106310004,106900293,109023010,4,5.10c,4
St. Pauli Girl,106310004,107340553,106748379,4,5.10c,4
St. Pauli Girl,106310004,108310535,107034760,4,5.10c,4
Spatenweiss,106970299,106517269,,,5.11c,3
Near Beer,106138647,107107345,107217526,3,5.6,3
Near Beer,106138647,106205646,107730645,2,5.6,3
Near Beer,106138647,106478239,106754405,2,5.6,2
Near Beer,106138647,107803888,106819472,2,5.6,2
Near Beer,106138647,106299993,106062921,2,5.6,2
Near Beer,106138647,107250871,,,5.6,1
Micro Brew,106138658,107989551,108187975,3,5.5,4
Micro Brew,106138658,107051650,107072316,3,5.5,3
Micro Brew,106138658,107686628,107148964,2,5.5,2
Gilded Otter,106138651,107107345,108344272,3,5.7,4
Fred Sandstone Flake,106910793,106656735,,,5.9,4
Fred Sandstone Flake,106910793,107340553,,,5.9,4
Fred Sandstone Flake,106910793,108221710,,,5.9,4
Fred Sandstone Flake,106910793,108282189,,,5.9,4
Fred Sandstone Flake,106910793,107516340,,,5.9,3
Doo-Wah Woof,106910833,107789096,,,5.4,4
Doo-Wah Woof,106910833,106684313,,,5.4,3
Doo-Wah Woof,106910833,106347425,,,5.4,3
Doo-Wah Woof,106910833,106656735,,,5.4,2
Doo-Wah Woof,106910833,107086784,,,5.4,2
St. Pauli Girl,106310004,106347425,106792700,4,5.10c,4
St. Pauli Girl,106310004,107560585,106999733,4,5.10c,4
St. Pauli Girl,106310004,107686628,108735174,4,5.10c,4
St. Pauli Girl,106310004,106089213,106098789,4,5.10c,4
St. Pauli Girl,106310004,107652999,106030894,4,5.10c,4
St. Pauli Girl,106310004,107107345,106301735,4,5.10c,4
St. Pauli Girl,106310004,106126874,106619581,4,5.10c,4
St. Pauli Girl,106310004,106234129,106569465,4,5.10c,4
Micro Brew,106138658,107544688,106062921,2,5.5,2
Micro Brew,106138658,106270331,108735174,2,5.5,2
Micro Brew,106138658,106819472,107776838,2,5.5,2
Micro Brew,106138658,107753484,106478239,2,5.5,2
Micro Brew,106138658,106657189,106205646,2,5.5,2
Micro Brew,106138658,107217526,107107345,2,5.5,2
Micro Brew,106138658,107776619,107803888,1,5.5,2
Micro Brew,106138658,107250871,106619581,1,5.5,1
Gilded Otter,106138651,106819472,107744773,3,5.7,3
Gilded Otter,106138651,107989551,107753484,3,5.7,3
Gilded Otter,106138651,107989551,107776619,3,5.7,3
Gilded Otter,106138651,107700510,106270331,3,5.7,3
Gilded Otter,106138651,108187975,106969474,3,5.7,3
Gilded Otter,106138651,106657189,106405030,3,5.7,3
Gilded Otter,106138651,109327406,107051650,3,5.7,3
Gilded Otter,106138651,108853528,108735174,2,5.7,2
Delerium Tremors,106310009,106205646,,,5.11a,5
Delerium Tremors,106310009,106819472,,,5.11a,4
Delerium Tremors,106310009,107989551,,,5.11a,4
Delerium Tremors,106310009,109023655,,,5.11a,4
Delerium Tremors,106310009,105915753,,,5.11a,3
Delerium Tremors,106310009,106255690,,,5.11a,2
Cirrhosis of the Leader,106073368,106031999,,,5.11d,4
Cirrhosis of the Leader,106073368,106255690,,,5.11d,4
Cirrhosis of the Leader,106073368,105915753,,,5.11d,4
Cirrhosis of the Leader,106073368,106698074,,,5.11d,4
Cirrhosis of the Leader,106073368,12084,,,5.11d,1
Learning Curve,106037062,106754405,,,5.8,3
Learning Curve,106037062,106031999,,,5.8,2
Learning Curve,106037062,106656735,,,5.8,2
The Icon of Control,106037054,107989551,,,5.10c,4
The Icon of Control,106037054,107989551,,,5.10c,4
The Icon of Control,106037054,106031999,,,5.10c,3
St. Pauli Girl,106310004,106399830,105915753,4,5.10c,4
St. Pauli Girl,106310004,106255690,106405030,4,5.10c,4
St. Pauli Girl,106310004,106803582,106116191,4,5.10c,4
St. Pauli Girl,106310004,106656735,106689180,4,5.10c,4
St. Pauli Girl,106310004,107260723,107167140,4,5.10c,4
St. Pauli Girl,106310004,106969474,106655109,4,5.10c,4
St. Pauli Girl,106310004,12084,106924298,3,5.10c,3
Micro Brew,106138658,106754405,106999733,1,5.5,1
Gilded Otter,106138651,107803888,107686628,2,5.7,2
Gilded Otter,106138651,106754405,106062921,2,5.7,2
Gilded Otter,106138651,107652999,107034760,2,5.7,2
Gilded Otter,106138651,106299993,107217526,1,5.7,2
Gilded Otter,106138651,107250871,106478239,1,5.7,1
Gilded Otter,106138651,108170319,,,5.7,1
Daisy Cutter,106406584,107217526,109167471,5,5.7,5
Daisy Cutter,106406584,106684313,107250871,5,5.7,5
Daisy Cutter,106406584,107789096,106748379,5,5.7,5
Daisy Cutter,106406584,106299993,108344272,5,5.7,5
Daisy Cutter,106406584,107776838,107744773,4,5.7,4
Daisy Cutter,106406584,106792700,106347425,4,5.7,4
Daisy Cutter,106406584,108187975,106924298,4,5.7,4
Daisy Cutter,106406584,107560585,107776619,4,5.7,4
Cerveza Verde,106138663,107730645,107776619,4,5.8,5
Celebration Ale,106970281,106698074,,,5.11a,4
Celebration Ale,106970281,106689180,,,5.11a,4
Celebration Ale,106970281,107217526,,,5.11a,4
Celebration Ale,106970281,107340553,,,5.11a,4
Celebration Ale,106970281,106748379,,,5.11a,4
Bubbaweiser,106603023,106234129,107989551,4,5.10d,4
Bubbaweiser,106603023,106089213,106924298,4,5.10d,4
Bubbaweiser,106603023,108312903,107034760,4,5.10d,4
Bubbaweiser,106603023,106689180,107260723,4,5.10d,4
Bubbaweiser,106603023,107250871,106999733,4,5.10d,4
A Pound of Prevention,105997731,105995251,,,5.8+,4
A Pound of Prevention,105997731,107629487,,,5.8+,3
A Pound of Prevention,105997731,107768989,,,5.8+,3
A Pound of Prevention,105997731,108221710,,,5.8+,1
St. Pauli Girl,106310004,107989551,107544688,3,5.10c,3
St. Pauli Girl,106310004,107803888,106517269,3,5.10c,3
St. Pauli Girl,106310004,105833226,,,5.10c,3
Daisy Cutter,106406584,107340553,107237290,4,5.7,4
Daisy Cutter,106406584,108942808,106402878,4,5.7,4
Daisy Cutter,106406584,108735174,106656735,4,5.7,4
Daisy Cutter,106406584,106803582,106955014,4,5.7,4
Daisy Cutter,106406584,107700510,107629487,4,5.7,4
Daisy Cutter,106406584,109327406,106719962,3,5.7,3
Daisy Cutter,106406584,107768989,107976181,3,5.7,3
Daisy Cutter,106406584,107989551,106754405,3,5.7,3
Cerveza Verde,106138663,107991333,106657189,4,5.8,4
Cerveza Verde,106138663,106656735,107989551,4,5.8,4
Cerveza Verde,106138663,106754405,107989551,4,5.8,4
Cerveza Verde,106138663,109167471,106748379,3,5.8,3
Cerveza Verde,106138663,107776838,106517269,3,5.8,3
Cerveza Verde,106138663,108853528,107803888,3,5.8,3
Cerveza Verde,106138663,107072316,106062921,3,5.8,3
Cerveza Verde,106138663,107700510,106103247,3,5.8,3
Celebration Ale,106970281,106347425,,,5.11a,4
Celebration Ale,106970281,106517269,,,5.11a,3
Celebration Ale,106970281,106999733,,,5.11a,3
Bubbaweiser,106603023,106619581,107989551,4,5.10d,4
Bubbaweiser,106603023,106900293,106569465,3,5.10d,3
Bubbaweiser,106603023,106792700,,,5.10d,2
Beer Wench,106138673,108942808,107776619,4,5.8-,4
Beer Wench,106138673,107107345,107629487,4,5.8-,4
Beer Wench,106138673,106754405,106103247,4,5.8-,4
Wunderkind,106138679,108803278,109167471,3,5.6,3
Wunderkind,106138679,108735174,106684313,3,5.6,3
Wunderkind,106138679,107293347,107051650,3,5.6,3
Wunderkind,106138679,109239091,108227603,2,5.6,2
Wunderkind,106138679,109023655,108853528,2,5.6,2
Wunderkind,106138679,106062921,106698074,2,5.6,2
Wunderkind,106138679,106803582,106754405,2,5.6,2
Wunderkind,106138679,108344272,,,5.6,2
The Man From Planet Zog,106179863,106031999,,,5.11a,3
Immaculate Combustion,106179826,106103247,,,5.10d,5
Immaculate Combustion,106179826,106619581,,,5.10d,5
Hi-C,108243059,107744773,,,5.10a,2
Hi-C,108243059,107736208,,,5.10a,2
Fired for Sandbagging,106073353,106031999,,,5.12a,5
Fired for Sandbagging,106073353,106924298,,,5.12a,5
Daisy Cutter,106406584,106969474,107652999,3,5.7,3
Daisy Cutter,106406584,107730645,107753484,3,5.7,3
Daisy Cutter,106406584,106517269,107803888,3,5.7,3
Daisy Cutter,106406584,107442586,106116191,2,5.7,3
Daisy Cutter,106406584,106999733,,,5.7,2
Cerveza Verde,106138663,105915753,107442586,3,5.8,3
Cerveza Verde,106138663,106478239,106619581,3,5.8,3
Cerveza Verde,106138663,106205646,106969474,3,5.8,3
Cerveza Verde,106138663,107250871,107652999,3,5.8,3
Cerveza Verde,106138663,106698074,106270331,2,5.8,2
Cerveza Verde,106138663,106999733,,,5.8,2
Beer Wench,106138673,106234129,107776838,4,5.8-,4
Beer Wench,106138673,109023655,108187975,3,5.8-,3
Beer Wench,106138673,109167471,108853528,3,5.8-,3
Beer Wench,106138673,107824807,107989551,3,5.8-,3
Beer Wench,106138673,106089213,107700510,3,5.8-,3
Beer Wench,106138673,106116191,106478239,3,5.8-,3
Beer Wench,106138673,107442586,105915753,3,5.8-,3
Beer Wench,106138673,107250871,106205646,2,5.8-,2
Immaculate Combustion,106179826,106031999,,,5.10d,4
Immaculate Combustion,106179826,107340553,,,5.10d,4
Immaculate Combustion,106179826,106234129,,,5.10d,4
Immaculate Combustion,106179826,106792700,,,5.10d,3
Immaculate Combustion,106179826,106941307,,,5.10d,3
Immaculate Combustion,106179826,106900293,,,5.10d,3
Hi-C,108243059,108735174,,,5.10a,2
Hi-C,108243059,107976181,,,5.10a,1
Fired for Sandbagging,106073353,107629487,,,5.12a,5
Fired for Sandbagging,106073353,106418002,,,5.12a,4
Fired for Sandbagging,106073353,106517269,,,5.12a,4
Fierce Face,108173045,107825406,,,5.10d,3
Fierce Face,108173045,106919775,,,5.10d,2
Face it Bubba,106421318,106655109,,,5.11a,5
Eight Ball in the Side Pocket,109525174,106506554,,,5.12a,4
Dumbolt County,106179842,106031999,,,5.10b,3
Dumbolt County,106179842,107340553,,,5.10b,3
Beer Wench,106138673,106062921,,,5.8-,2
Fierce Face,108173045,106900293,,,5.10d,2
Face it Bubba,106421318,107267683,,,5.11a,5
Face it Bubba,106421318,106919775,,,5.11a,5
Face it Bubba,106421318,106418002,,,5.11a,4
Face it Bubba,106421318,106792700,,,5.11a,4
Face it Bubba,106421318,106347425,,,5.11a,4
Face it Bubba,106421318,107340553,,,5.11a,4
Face it Bubba,106421318,107362148,,,5.11a,4
Duck In A Noose,106910760,106684313,,,5.8,4
Duck In A Noose,106910760,106679659,,,5.8,4
Cumberland Blues,106035715,106031999,,,5.11b,4
Bubbarete,106035723,108023226,,,5.10b,5
Bubbarete,106035723,106031999,,,5.10b,4
Bubba Safari,108173074,107825406,,,5.8,3
Bubba Safari,108173074,106919775,,,5.8,2
Duck In A Noose,106910760,106656735,,,5.8,2
Duck In A Noose,106910760,106924298,,,5.8,2
Bubbarete,106035723,107340553,,,5.10b,4
Bubbarete,106035723,107267683,,,5.10b,4
Bubba Safari,108173074,106900293,,,5.8,2
The Raptilian,106037083,106031999,,,5.10d,3
The Raptilian,106037083,107167140,,,5.10d,3
Little Wing,106037077,106031999,,,5.10b,3
Golden Escalator,107911411,106888736,,,5.11a,4
Basic Bubba Crack,105991892,106506554,105995251,4,5.9,4
Basic Bubba Crack,105991892,107435282,106031999,4,5.9,4
Basic Bubba Crack,105991892,106255690,107267683,4,5.9,4
Basic Bubba Crack,105991892,107340553,106301735,3,5.9,3
Basic Bubba Crack,105991892,106405030,106415391,3,5.9,3
Basic Bubba Crack,105991892,105831906,105915753,3,5.9,3
Bedtime for Bubba,108364892,107370769,,,5.9,4
Bedtime for Bubba,108364892,108023226,,,5.9,3
Axis Bold as Bubba,106037070,106031999,,,5.9,3
Verde Suave,107543193,107086784,,,5.7,4
Verde Bunyan,107019082,106654299,,,5.10c,4
Verde Suave,107543193,107340553,,,5.7,4
Verde Suave,107543193,108015415,,,5.7,4
Verde Suave,107543193,107803888,,,5.7,3
Verde Suave,107543193,108170319,,,5.7,1
Verde Bunyan,107019082,107803888,,,5.10c,4
Verde Bunyan,107019082,106924298,,,5.10c,3
Tworgasaminimum,108466144,106919775,,,5.10a,4
Stellar Idea,106866781,106031999,,,5.11b,3
So Freakin' Fun,107257199,107362148,,,5.10d,5
Tworgasaminimum,108466144,106792700,,,5.10a,3
So Freakin' Fun,107257199,107475857,,,5.10d,5
So Freakin' Fun,107257199,106766740,,,5.10d,5
So Freakin' Fun,107257199,106655109,,,5.10d,5
So Freakin' Fun,107257199,106449553,,,5.10d,4
So Freakin' Fun,107257199,106919775,,,5.10d,4
So Freakin' Fun,107257199,106736847,,,5.10d,4
Skinhead Sin,107257195,107200455,,,5.11c,3
Skinhead Grin,106866742,106655109,,,5.11b,5
Skinhead Grin,106866742,106031999,,,5.11b,4
Skinhead Grin,106866742,106285308,,,5.11b,4
Skinhead Grin,106866742,106919775,,,5.11b,4
Skinhead Grin,106866742,106736847,,,5.11b,4
Skinhead Grin,106866742,107362148,,,5.11b,3
Reaches From Hell,108850600,107089682,,,5.11d,5
Reaches From Hell,108850600,106919775,,,5.11d,5
Reaches From Hell,108850600,106736847,,,5.11d,4
Masterpiece Theatre,107789094,106285308,,,5.12d,5
Masterpiece Theatre,107789094,106375608,,,5.12d,5
Masterpiece Theatre,107789094,106736847,,,5.12d,5
Little Creatures,107671968,106792700,,,5.10d,5
Little Creatures,107671968,106919775,,,5.10d,5
Little Creatures,107671968,108282189,,,5.10d,5
Little Creatures,107671968,107448536,,,5.10d,4
Little Creatures,107671968,107340553,,,5.10d,4
Little Creatures,107671968,106449553,,,5.10d,4
Solitude Standing,107961032,107286381,,,5.10b,3
King of Swing,107653191,107638453,,,5.11a,5
King of Swing,107653191,106055734,,,5.11a,5
King of Swing,107653191,106919775,,,5.11a,5
Cafe Chic,107961007,107791164,,,5.10d,4
Cafe Chic,107961007,107286381,,,5.10d,3
Hubba Bubba,106866761,106031999,107803888,5,5.9,5
Hubba Bubba,106866761,107455559,106538248,5,5.9,5
Hubba Bubba,106866761,107340553,107390507,5,5.9,5
Feng Shui,107612872,106024037,,,5.12a,5
Feng Shui,107612872,106285308,,,5.12a,4
Feng Shui,107612872,106995187,,,5.12a,4
Coughing up Fleming,106866794,106031999,,,5.12a,3
China Crisis,106875740,107455559,,,5.11a,5
China Crisis,106875740,106741672,,,5.11a,5
China Crisis,106875740,108319693,,,5.11a,4
China Crisis,106875740,107824807,,,5.11a,4
China Crisis,106875740,106748471,,,5.11a,4
China Crisis,106875740,106875721,,,5.11a,4
China Crisis,106875740,107340553,,,5.11a,3
China Crisis,106875740,107803888,,,5.11a,3
China Crisis,106875740,109152722,,,5.11a,3
King of Swing,107653191,108319693,,,5.11a,5
King of Swing,107653191,105967115,,,5.11a,5
King of Swing,107653191,106405973,,,5.11a,5
King of Swing,107653191,106997266,,,5.11a,5
King of Swing,107653191,107561580,,,5.11a,5
King of Swing,107653191,108473510,,,5.11a,5
King of Swing,107653191,106486112,,,5.11a,4
L'Amour des Toits,108850688,107089682,,,5.12b,4
Ichabod Crane,106970312,106766740,,,5.10c,4
Gimp Verde,106970327,107772894,,,5.8,3
Gimp Verde,106970327,107034760,,,5.8,3
Look Who's Pulling,106035742,109242756,,,5.11a,5
Look Who's Pulling,106035742,106031999,,,5.11a,4
Look Who's Pulling,106035742,106126874,,,5.11a,4
Hubba Bubba,106866761,107034760,106792700,5,5.9,5
Hubba Bubba,106866761,106766740,106924298,4,5.9,4
